MAE,RMSE,MSE,MAPE,R2,destination,model,horizon,seed
159.90150479775735,260.8827226707702,68059.79498811398,19.09620595987725,0.3092412495396246,Lăng vua Minh Mạng,LSTM,1,123
164.04304574065287,267.4764421096417,71543.64708363252,19.432846080843767,0.2738826164331125,Lăng vua Minh Mạng,LSTM,1,256
152.05401069920424,246.3407564531858,60683.76828992781,18.282742610767315,0.3841027002138626,Lăng vua Minh Mạng,LSTM,1,512
159.26303320437805,259.87444347068106,67534.72636919621,19.09138042517534,0.3145703244093466,Lăng vua Minh Mạng,LSTM,1,2024
157.01966683714252,252.95644693674328,63986.964046861416,18.573706751046338,0.35057760108619185,Lăng vua Minh Mạng,LSTM,1,2025
209.24831971349968,329.5853294532343,108626.48939079698,24.009207833237575,-0.08679583112017508,Lăng vua Minh Mạng,LSTM,7,1
206.53699290493964,328.55735452200304,107949.9352104972,23.939964312952643,-0.08002698250138662,Lăng vua Minh Mạng,LSTM,7,7
208.0532958187142,327.393944459733,107186.79486890273,24.4107704582968,-0.07239184905966489,Lăng vua Minh Mạng,LSTM,7,42
227.83182196692104,351.6356141665792,123647.60515030737,25.35983579549403,-0.23708040790953144,Lăng vua Minh Mạng,LSTM,7,77
207.1400129660771,328.4039144585045,107849.13103166876,24.53390375257539,-0.07901844800925084,Lăng vua Minh Mạng,LSTM,7,99
208.89872224148647,328.53199330981147,107933.27062811801,24.435255933823676,-0.07986025522557538,Lăng vua Minh Mạng,LSTM,7,123
209.3596542181833,329.8537897661902,108803.52262311797,24.179204209620025,-0.08856702873445133,Lăng vua Minh Mạng,LSTM,7,256
207.962883246958,326.6512391592631,106701.03204428211,24.20598188775171,-0.06753184653475985,Lăng vua Minh Mạng,LSTM,7,512
208.1447865834023,328.14808296754114,107681.16435527228,24.551081866168317,-0.07733796026911888,Lăng vua Minh Mạng,LSTM,7,2024
219.326015321281,342.688439093421,117435.3662882853,24.249018624584554,-0.17492765552811917,Lăng vua Minh Mạng,LSTM,7,2025
260.81019939458054,362.23683143009663,131215.52204451626,30.120724803663258,-0.3873348838250854,Lăng vua Minh Mạng,LSTM,30,1
263.0541573532227,365.101919919642,133299.4119290087,30.03907565405064,-0.4093677430917335,Lăng vua Minh Mạng,LSTM,30,7
259.7979192103324,359.02089565686754,128896.00351825937,30.606774273328934,-0.36281073519529894,Lăng vua Minh Mạng,LSTM,30,42
378.5643975633316,487.78838169081195,237937.50531254124,40.48915330937532,-1.5157008572386386,Lăng vua Minh Mạng,LSTM,30,77
262.3299857447325,361.26310413982003,130511.03041273846,30.65771512263158,-0.3798863304763693,Lăng vua Minh Mạng,LSTM,30,99
252.77902459726522,353.318277758443,124833.80539819227,29.34629650162747,-0.3198613259396943,Lăng vua Minh Mạng,LSTM,30,123
263.2820685773974,363.94693600374313,132457.3722265127,30.289412578840842,-0.40046490115172206,Lăng vua Minh Mạng,LSTM,30,256
247.7827832714403,349.08137822989534,121857.80862688323,29.100866604786706,-0.2883962669995852,Lăng vua Minh Mạng,LSTM,30,512
255.72228451864552,355.3508535544907,126274.22912190508,29.90033031067959,-0.3350908509856567,Lăng vua Minh Mạng,LSTM,30,2024
327.1853821598649,432.84116336595923,187351.47270399702,35.46748592527234,-0.9808573678507182,Lăng vua Minh Mạng,LSTM,30,2025
133.77033900103027,205.73002517487132,42324.843258453184,16.568660467166264,0.6127835863827532,Lăng vua Minh Mạng,RF,1,1
134.78147206902153,207.35164416127972,42994.70433638597,16.72903943049913,0.6066552422649729,Lăng vua Minh Mạng,RF,1,7
